Farmer_ID,First Name,Last Name,Phone Number,Age,Gender,State of Residence,Education_Level,Years_in_Farming,Has_Bank_Account,Bank Account,Bank Name,Digital_Literacy_Level,Cooperative_Member,Agribusiness_Training
FARMER_1412,Kemi,Abubakar,09033212879,22,Male,FCT,None,10,False,,,High,True,True
FARMER_1413,Bayo,Adeyemi,08095329276,28,Male,Akwa Ibom,Tertiary,7,False,,,Medium,True,True
FARMER_1414,Amina,Okafor,08075524729,27,Female,Delta,Tertiary,4,False,,,Low,False,False
FARMER_1415,Ngozi,Danjuma,08029125341,30,Male,FCT,Secondary,6,True,9604737386,UBA,High,True,True
FARMER_1416,Aishat,Adedoyin,09033694661,26,Female,Gombe,Secondary,9,False,,,Medium,True,False
FARMER_1417,Zainab,Okeke,09169579325,31,Female,Imo,Secondary,5,True,7968180957,Access Bank,Low,True,True
FARMER_1418,Kemi,Balogun,07046906735,35,Male,Kaduna,Tertiary,8,True,3007430110,FCMB,High,False,True
FARMER_1419,Nneka,Ibe,08128138199,32,Male,Ebonyi,Tertiary,5,True,9009719196,Ecobank,High,True,True
FARMER_1420,Nneka,Okonkwo,08071005464,27,Female,Bauchi,Tertiary,2,False,,,Low,True,False
FARMER_1421,Uchenna,Nwachukwu,09027951639,24,Female,Bauchi,Secondary,4,False,,,Medium,False,False
FARMER_1422,Ayoola,Adebayo,08022707645,25,Female,Enugu,Secondary,14,True,7952190307,Sterling Bank,Medium,False,False
FARMER_1423,Ifeanyi,Umeh,07048042717,20,Female,Nasarawa,Secondary,2,True,5104336695,GTBank,High,True,False
FARMER_1424,Ngozi,Eze,08064808870,32,Female,Borno,Secondary,7,True,1962222048,First Bank,Medium,False,True
FARMER_1425,Amina,Ayodele,08097564112,33,Male,Bauchi,Secondary,7,False,,,High,False,False
FARMER_1426,Musa,Ayodele,09067361242,21,Female,Benue,Secondary,14,True,2890951787,FCMB,Low,True,True
FARMER_1427,Funke,Ogbonna,08156084222,23,Female,Gombe,Tertiary,3,True,8296627475,Sterling Bank,Medium,True,True
FARMER_1428,Uchenna,Eze,09083422015,18,Female,Enugu,Primary,14,True,2345665834,Union Bank,Low,False,False
FARMER_1429,Emeka,Eze,08062332916,21,Male,Zamfara,Primary,13,True,3605675378,UBA,High,True,True
FARMER_1430,Halima,Umeh,07047618168,28,Male,Anambra,Secondary,7,True,5938785766,Ecobank,Low,True,True
FARMER_1431,Segun,Adebayo,09076023527,29,Female,Yobe,Primary,1,True,4062349048,Wema Bank,Medium,True,False
FARMER_1432,Ibrahim,Mohammed,09184613183,22,Female,Imo,Primary,1,False,,,Low,False,False
FARMER_1433,Ifeanyi,Umeh,09053968443,33,Male,Yobe,Tertiary,9,False,,,Medium,True,False
FARMER_1434,Kemi,Alabi,08103322776,30,Male,Bayelsa,Secondary,6,True,1051113695,Keystone Bank,Medium,False,True
FARMER_1435,Emeka,Onwudiwe,08114560787,30,Male,Gombe,Secondary,13,False,,,Medium,True,True
FARMER_1436,Amina,Ayodele,07017306952,34,Male,Ondo,Primary,14,True,7832596242,First Bank,Medium,False,False
FARMER_1437,Chijioke,Ayodele,08149052276,24,Female,Yobe,Secondary,12,True,8644750489,Keystone Bank,Medium,False,False
FARMER_1438,Funke,Ogbonna,09022719227,25,Male,Zamfara,Secondary,5,True,3742828739,First Bank,High,True,True
FARMER_1439,Aishat,Alabi,08109132274,30,Female,Delta,Secondary,13,True,3199784780,Polaris Bank,Low,False,False
FARMER_1440,Emeka,Adeyemi,09035736110,33,Female,Yobe,Secondary,6,False,,,High,True,False
FARMER_1441,Sola,Okonkwo,08120552049,21,Male,Ondo,Primary,6,True,4311479657,Ecobank,Low,False,True
FARMER_1442,Musa,Alabi,09087186407,25,Male,Enugu,None,1,True,3173289500,UBA,Low,True,False
FARMER_1443,Segun,Okonkwo,09014155928,33,Male,Anambra,Primary,5,False,,,Low,True,True
FARMER_1444,Ibrahim,Onwudiwe,09023656171,27,Male,Yobe,Tertiary,9,True,6300573792,Ecobank,High,False,True
FARMER_1445,Nneka,Ayodele,08033941043,29,Female,Ekiti,None,4,False,,,Medium,False,True
FARMER_1446,Segun,Ayodele,09083681123,29,Female,Jigawa,None,3,False,,,Medium,True,False
FARMER_1447,Aishat,Okeke,08053513651,22,Female,Rivers,None,1,True,5382637298,Ecobank,High,True,False
FARMER_1448,Emeka,Abubakar,08021311635,33,Male,Katsina,Primary,14,False,,,Medium,True,False
FARMER_1449,Bayo,Ogundipe,07046772948,18,Female,Gombe,Tertiary,2,True,7364377003,Access Bank,Low,False,False
FARMER_1450,Amina,Okafor,08053378335,26,Male,FCT,Primary,3,True,3224055111,Ecobank,Medium,True,True
FARMER_1451,Sola,Okafor,08170904614,29,Female,Bauchi,Tertiary,4,True,9981252764,Wema Bank,Medium,True,True
FARMER_1452,Ngozi,Nwosu,09010727233,22,Male,Bayelsa,Primary,7,True,8392882532,Stanbic IBTC,Medium,True,True
FARMER_1453,Aishat,Okonkwo,09153512581,20,Female,Akwa Ibom,Primary,6,False,,,Low,False,True
FARMER_1454,Segun,Umeh,09021795997,22,Female,Edo,Primary,11,True,6268010612,Keystone Bank,Medium,True,False
FARMER_1455,Zainab,Danjuma,09156942631,19,Male,Yobe,None,8,True,5019024774,Union Bank,Medium,True,True
FARMER_1456,Ibrahim,Balogun,08152391173,31,Female,Rivers,Primary,14,False,,,Medium,True,False
FARMER_1457,Ngozi,Adedoyin,08178855543,19,Female,Yobe,Tertiary,9,True,7483933260,GTBank,High,True,True
FARMER_1458,Chijioke,Onwudiwe,09075861786,30,Male,Rivers,Tertiary,6,True,8568627710,Ecobank,High,False,True
FARMER_1459,Segun,Okafor,08079377232,24,Male,Oyo,Tertiary,7,True,6532067126,Keystone Bank,Medium,False,True
FARMER_1460,Ayoola,Adeyemi,09053672701,27,Male,Katsina,None,4,False,,,High,False,False
FARMER_1461,Amina,Nwosu,08174878093,30,Male,Niger,Primary,2,True,0370953741,GTBank,High,True,True
FARMER_1462,Nneka,Ogundipe,08189983523,33,Male,Niger,Primary,9,True,0170473972,Jaiz Bank,Low,False,True
FARMER_1463,Uchenna,Adedoyin,08107597578,31,Female,Borno,Secondary,9,True,5419995296,Union Bank,High,True,False
FARMER_1464,Chinedu,Ibe,08145461068,28,Male,Zamfara,None,4,True,6852124341,First Bank,High,True,False
FARMER_1465,Kelechi,Ogbonna,09094876063,27,Female,Plateau,Tertiary,12,False,,,Medium,False,False
FARMER_1466,Segun,Eze,09187798426,23,Female,Nasarawa,Tertiary,3,True,6177364715,Stanbic IBTC,Low,True,True
FARMER_1467,Ifeanyi,Olatunji,09150242263,21,Male,Adamawa,Primary,10,True,2958587936,Zenith Bank,Low,True,True
FARMER_1468,Kelechi,Ibe,09096289875,18,Female,Edo,Tertiary,14,True,3760753862,GTBank,Low,False,False
FARMER_1469,Segun,Ibe,08127210687,24,Female,Kebbi,Primary,11,False,,,High,True,False
FARMER_1470,Uchenna,Onwudiwe,08119332234,26,Male,Imo,Primary,6,False,,,Medium,False,False
FARMER_1471,Bayo,Adebayo,09012970891,25,Female,Benue,Secondary,14,True,4718029189,Keystone Bank,Low,False,True
FARMER_1472,Uchenna,Ojo,09150882041,22,Male,Anambra,None,14,True,8543287544,Polaris Bank,Low,True,True
FARMER_1473,Ifeanyi,Okeke,09155195551,27,Male,Zamfara,Primary,3,True,3083409624,Wema Bank,High,True,True
FARMER_1474,Chijioke,Adebayo,07081467319,28,Male,Plateau,Primary,1,True,6301507304,FCMB,Low,True,False
FARMER_1475,Zainab,Obi,09163214084,32,Female,Ebonyi,Primary,4,True,0627461060,Union Bank,Medium,True,True
FARMER_1476,Bayo,Nwosu,09033984839,23,Female,Abia,Secondary,1,True,5160833136,FCMB,Low,True,False
FARMER_1477,Tunde,Ogbonna,08146880978,32,Female,Lagos,Primary,2,True,5988774830,Fidelity Bank,Medium,False,True
FARMER_1478,Nneka,Mohammed,08131251167,22,Female,Kwara,None,3,False,,,Medium,True,False
FARMER_1479,Amina,Adeyemi,08165272684,27,Male,Imo,None,8,True,6485537138,Polaris Bank,Medium,True,True
FARMER_1480,Musa,Okeke,08089978181,29,Female,Borno,Tertiary,10,False,,,High,True,True
FARMER_1481,Femi,Abubakar,08020243860,21,Male,Niger,None,4,True,4849895473,Ecobank,High,True,True
FARMER_1482,Oluchi,Ayodele,08063808903,35,Female,Jigawa,Tertiary,4,False,,,Medium,False,False
FARMER_1483,Nneka,Ojo,09181132409,33,Female,Niger,None,13,True,6383619254,UBA,Medium,True,False
FARMER_1484,Nneka,Alabi,09099851663,25,Female,Kebbi,Tertiary,10,True,1230134501,FCMB,Low,False,True
FARMER_1485,Funke,Ayodele,07048235960,21,Female,Gombe,Primary,9,False,,,Low,True,False
FARMER_1486,Oluchi,Onwudiwe,09137812192,29,Female,Adamawa,Secondary,7,True,4588578555,Sterling Bank,Low,True,True
FARMER_1487,Chinedu,Obi,08147726227,19,Male,Bauchi,Secondary,2,True,7564159016,GTBank,High,True,False
FARMER_1488,Ifeanyi,Okafor,08053965587,21,Female,Jigawa,Secondary,3,True,7389135022,Zenith Bank,Low,True,False
FARMER_1489,Femi,Yusuf,07033317877,22,Female,Akwa Ibom,Primary,4,False,,,Medium,False,False
FARMER_1490,Ijeoma,Ibe,08167906823,20,Female,Niger,Secondary,4,True,1257042165,Stanbic IBTC,Medium,True,True
FARMER_1491,Kelechi,Yusuf,08035436854,26,Female,Imo,None,10,False,,,High,False,True
FARMER_1492,Tunde,Adebayo,07084247653,35,Male,Gombe,Tertiary,8,True,8296833807,First Bank,High,True,False
FARMER_1493,Ijeoma,Mohammed,08082845663,28,Female,Bayelsa,Primary,10,True,1434634371,Sterling Bank,Low,False,True
FARMER_1494,Uchenna,Mohammed,09182740509,20,Male,Benue,Secondary,14,True,5802090812,UBA,High,True,True
FARMER_1495,Chijioke,Nwachukwu,09061713459,19,Female,Enugu,None,10,True,7357363736,UBA,Medium,True,False
FARMER_1496,Ngozi,Adeyemi,09161885167,26,Male,FCT,None,6,True,7805619856,Ecobank,Medium,True,True
FARMER_1497,Uchenna,Ojo,08127361858,31,Male,Rivers,Primary,3,True,8673641039,Polaris Bank,High,True,False
FARMER_1498,Amina,Eze,09055691166,21,Male,Niger,Primary,11,True,8709504682,Ecobank,Medium,False,False
FARMER_1499,Kemi,Nwosu,07018719682,26,Male,Ondo,Secondary,9,True,4337645619,Fidelity Bank,High,True,False
FARMER_1500,Amina,Okonkwo,08092998419,30,Male,Zamfara,Tertiary,10,True,5202667669,Access Bank,Medium,True,True
FARMER_1501,Segun,Eze,08030762750,35,Female,Bauchi,Secondary,8,False,,,Low,True,True
FARMER_1502,Kemi,Ojo,08171419993,32,Male,Ondo,Secondary,9,False,,,High,True,True
FARMER_1503,Kemi,Adedoyin,08026318092,27,Female,Plateau,Primary,5,False,,,High,False,True
FARMER_1504,Bayo,Obi,08091791467,33,Male,Bayelsa,Secondary,3,True,8426176123,Jaiz Bank,High,False,True
FARMER_1505,Chijioke,Adeyemi,08036557524,29,Male,Adamawa,Secondary,4,False,,,Medium,False,True
FARMER_1506,Chinedu,Balogun,09065618778,22,Female,Bayelsa,Tertiary,14,True,6934060872,Fidelity Bank,Low,True,True
FARMER_1507,Aishat,Adedoyin,08133814586,19,Male,Anambra,None,13,True,4407183186,Wema Bank,High,False,True
FARMER_1508,Uchenna,Adedoyin,09137219653,27,Male,Ondo,None,12,False,,,Medium,False,False
FARMER_1509,Bayo,Abubakar,09138946827,18,Male,Lagos,Tertiary,5,False,,,High,True,True
FARMER_1510,Ibrahim,Adeyemi,09019636230,24,Male,Cross River,None,9,True,5037555899,Zenith Bank,Medium,True,True
FARMER_1511,Aishat,Eze,09132456177,34,Female,Akwa Ibom,Secondary,9,True,3244203084,Jaiz Bank,Low,False,False
FARMER_1512,Zainab,Balogun,09156860186,33,Male,Nasarawa,Tertiary,14,True,3599783866,FCMB,Medium,True,False
FARMER_1513,Tunde,Nwachukwu,09035173694,20,Male,Niger,Tertiary,3,True,9608138526,FCMB,Medium,False,True
FARMER_1514,Tunde,Umeh,08097064480,31,Female,Yobe,Primary,7,False,,,High,True,False
FARMER_1515,Halima,Okeke,08098676050,27,Female,Plateau,None,6,True,8734843725,Jaiz Bank,Medium,True,True
FARMER_1516,Funke,Ogbonna,08150987828,24,Male,Abia,Primary,4,False,,,High,False,True
FARMER_1517,Sola,Adedoyin,08113927366,34,Male,Gombe,Secondary,5,True,4607808865,FCMB,Medium,False,False
FARMER_1518,Sola,Ayodele,08022753438,23,Female,Ebonyi,Tertiary,14,False,,,Low,True,False
FARMER_1519,Kelechi,Okeke,09138367828,21,Male,Nasarawa,Secondary,10,False,,,Medium,False,False
FARMER_1520,Emeka,Onwudiwe,09039046672,34,Female,Abia,None,2,True,4419567797,Wema Bank,High,True,False
FARMER_1521,Amina,Nwosu,09133887931,26,Male,Nasarawa,Primary,11,True,1895214417,Polaris Bank,Medium,False,False
FARMER_1522,Sola,Ogbonna,08059757536,21,Female,Ogun,None,7,False,,,Medium,False,False
FARMER_1523,Kelechi,Okafor,08120796813,24,Female,Cross River,Secondary,14,True,2055940199,Keystone Bank,Low,False,True
FARMER_1524,Funke,Nwachukwu,08113919882,19,Female,Kebbi,Primary,4,True,6291009634,UBA,High,True,False
FARMER_1525,Sola,Nwachukwu,08143282190,34,Male,Borno,None,2,True,4914222834,Union Bank,Low,True,True
FARMER_1526,Chijioke,Danjuma,07018922620,25,Male,Niger,Secondary,11,True,6563638885,Union Bank,Medium,False,True
FARMER_1527,Chijioke,Ibrahim,09029844591,32,Male,Kaduna,None,6,False,,,Low,True,True
FARMER_1528,Ibrahim,Nwosu,08088568977,32,Male,Lagos,Tertiary,11,True,4334602557,Fidelity Bank,Medium,True,False
FARMER_1529,Aishat,Nwachukwu,09058239933,25,Female,Katsina,Primary,12,False,,,Medium,False,False
FARMER_1530,Musa,Abubakar,07033877509,33,Female,Kwara,Primary,2,True,2455726755,Stanbic IBTC,Low,True,False
FARMER_1531,Chijioke,Obi,09167518237,28,Female,Kwara,Primary,10,False,,,Low,True,True
FARMER_1532,Femi,Adebayo,07014506449,19,Male,Kaduna,Tertiary,2,True,1839151843,Union Bank,Medium,True,True
FARMER_1533,Sola,Adebayo,08020468470,34,Male,Adamawa,Primary,7,True,7865538738,Sterling Bank,Low,True,True
FARMER_1534,Adaobi,Ibrahim,08110759774,33,Male,Enugu,Tertiary,1,True,7700969945,Fidelity Bank,Low,True,True
FARMER_1535,Oluchi,Ogbonna,07039245635,32,Female,Plateau,Primary,7,False,,,Medium,False,False
FARMER_1536,Kelechi,Ayodele,09169156306,30,Male,Plateau,None,10,True,2472342458,Polaris Bank,High,True,True
FARMER_1537,Bayo,Eze,08115700411,32,Male,Ogun,None,5,False,,,Low,True,False
FARMER_1538,Segun,Ibe,08088097304,21,Female,Ekiti,None,1,True,9522535451,UBA,Low,False,True
FARMER_1539,Chijioke,Danjuma,09158348131,33,Female,Edo,None,6,True,9316667300,Keystone Bank,High,False,True
FARMER_1540,Musa,Ojo,08188414296,29,Male,Borno,Tertiary,7,False,,,Low,False,False
FARMER_1541,Funke,Adeyemi,08154028056,21,Female,FCT,Secondary,1,True,5076802628,Fidelity Bank,Medium,True,True
FARMER_1542,Nneka,Olatunji,09031950309,20,Male,Nasarawa,Secondary,9,True,5675727254,Ecobank,Low,False,True
FARMER_1543,Adaobi,Ibrahim,09058916123,34,Female,Edo,None,7,True,9349317539,Zenith Bank,Medium,True,True
FARMER_1544,Emeka,Ibe,07065587811,35,Female,Niger,Secondary,1,True,8780269552,Polaris Bank,High,True,False
FARMER_1545,Bayo,Adeyemi,09080059983,35,Female,Jigawa,Secondary,3,True,6155417668,Jaiz Bank,High,True,False
FARMER_1546,Aishat,Ojo,09121651011,34,Male,Yobe,Primary,5,True,4033584330,Fidelity Bank,High,True,False
FARMER_1547,Halima,Okafor,08159953415,29,Male,Niger,Tertiary,4,True,1280443844,Zenith Bank,Low,True,False
FARMER_1548,Aishat,Nwosu,08152194700,21,Male,Cross River,None,2,False,,,High,False,False
FARMER_1549,Sola,Onwudiwe,07048978056,29,Female,Abia,Secondary,1,False,,,Low,True,False
FARMER_1550,Femi,Okeke,08079575762,32,Female,Benue,Secondary,4,True,5978567801,Union Bank,Low,False,False
FARMER_1551,Kemi,Alabi,07034194400,33,Female,Nasarawa,None,7,True,3405716043,Union Bank,Low,True,True
FARMER_1552,Ngozi,Nwosu,09033434726,22,Female,Benue,Primary,11,True,5181749338,Zenith Bank,High,True,True
FARMER_1553,Femi,Nwachukwu,08165093595,32,Male,Benue,None,4,False,,,High,True,False
FARMER_1554,Ibrahim,Yusuf,08077503190,34,Male,Borno,Primary,9,True,1454960734,Wema Bank,Low,False,True
FARMER_1555,Adaobi,Ibe,08187513690,35,Male,Gombe,Secondary,14,True,1438695181,Ecobank,High,False,True
FARMER_1556,Zainab,Mohammed,08088702260,22,Female,Akwa Ibom,Tertiary,8,False,,,Low,False,False
FARMER_1557,Chijioke,Nwachukwu,09152690288,30,Female,Delta,Primary,8,True,6950159711,FCMB,High,False,True
FARMER_1558,Musa,Yusuf,08089838012,30,Male,Benue,Primary,5,False,,,Medium,False,False
FARMER_1559,Segun,Ojo,09078458628,35,Female,Katsina,None,12,True,4875334740,Fidelity Bank,High,False,False
FARMER_1560,Nneka,Danjuma,09014083817,31,Male,Zamfara,Secondary,1,True,0489062798,UBA,High,False,True
FARMER_1561,Zainab,Adeyemi,09076636462,21,Female,Oyo,Tertiary,9,False,,,High,True,False
FARMER_1562,Ayoola,Adebayo,09061941392,21,Female,Kogi,None,2,True,2307390927,Fidelity Bank,Low,True,False
FARMER_1563,Femi,Yusuf,08092282738,30,Male,Niger,None,6,False,,,Low,True,True
FARMER_1564,Segun,Adedoyin,08129541941,29,Male,Kebbi,Tertiary,10,True,3687526817,Union Bank,Medium,True,False
FARMER_1565,Zainab,Danjuma,07010306043,24,Female,Niger,Secondary,14,False,,,Medium,True,False
FARMER_1566,Kemi,Ogbonna,07064765977,29,Male,Anambra,Tertiary,5,True,0088789645,Access Bank,Medium,True,True
FARMER_1567,Kelechi,Danjuma,08135939932,21,Male,Kwara,None,10,True,8212681015,Polaris Bank,Low,True,True
FARMER_1568,Adaobi,Ogbonna,08163120116,19,Female,Kogi,None,13,True,3195654747,First Bank,Medium,True,True
FARMER_1569,Bayo,Obi,09080486215,19,Female,Kaduna,Primary,8,True,9960639477,FCMB,Medium,False,True
FARMER_1570,Halima,Umeh,08070645619,22,Female,Akwa Ibom,Tertiary,11,True,1558971790,Wema Bank,High,True,True
FARMER_1571,Musa,Yusuf,09050960003,27,Male,Niger,Tertiary,3,True,7192568781,UBA,Medium,True,False
FARMER_1572,Halima,Okeke,09068705084,27,Female,Akwa Ibom,Tertiary,6,True,6279332863,Keystone Bank,High,False,True
FARMER_1573,Ijeoma,Abubakar,09152647663,26,Female,Ogun,None,6,True,5922083229,Stanbic IBTC,Low,True,False
FARMER_1574,Zainab,Abubakar,09094848227,30,Female,Imo,Secondary,10,True,1433634853,Union Bank,Low,True,True
FARMER_1575,Tunde,Balogun,09159830814,24,Female,Oyo,None,3,True,1857601735,First Bank,High,True,True
FARMER_1576,Halima,Okafor,07019162484,22,Female,Delta,Primary,12,True,8453924068,Stanbic IBTC,Medium,True,False
FARMER_1577,Ibrahim,Umeh,09084333372,27,Male,Kebbi,None,12,False,,,Low,True,False
FARMER_1578,Zainab,Ogundipe,07087597734,27,Female,Osun,None,12,True,1013457639,Polaris Bank,High,True,True
FARMER_1579,Chijioke,Abubakar,08173334549,23,Female,Katsina,None,7,True,2232820479,First Bank,Low,True,True
FARMER_1580,Ayoola,Danjuma,08170251351,25,Male,Yobe,Primary,11,True,5097465876,GTBank,Low,False,False
FARMER_1581,Oluchi,Nwachukwu,09080251967,18,Female,Kogi,Tertiary,4,False,,,Medium,True,True
FARMER_1582,Tunde,Umeh,08095813277,34,Female,Edo,Secondary,5,True,5649262909,Access Bank,Low,False,True
FARMER_1583,Sola,Adeyemi,09133967867,24,Male,Lagos,Secondary,9,True,7632317128,GTBank,High,True,True
FARMER_1584,Ngozi,Yusuf,08140983093,31,Female,Kano,Primary,6,True,0753699183,Wema Bank,Medium,True,False
FARMER_1585,Amina,Ayodele,07069306394,34,Male,Benue,Tertiary,10,True,8655039406,Access Bank,High,False,True
FARMER_1586,Tunde,Ojo,08157215914,26,Female,Ondo,Tertiary,13,False,,,High,True,False
FARMER_1587,Funke,Nwachukwu,08171549699,34,Male,Ondo,Primary,4,True,1304012618,Sterling Bank,High,False,False
FARMER_1588,Uchenna,Ogbonna,07069008447,22,Male,Ekiti,None,8,True,1838929465,GTBank,Medium,True,False
FARMER_1589,Bayo,Nwosu,09059518995,25,Female,Akwa Ibom,Tertiary,9,False,,,Low,False,True
FARMER_1590,Musa,Ibrahim,08159801331,23,Male,Adamawa,Secondary,10,True,3498103892,Keystone Bank,High,True,True
FARMER_1591,Musa,Umeh,08129379067,28,Male,Gombe,Primary,5,False,,,Low,True,True
FARMER_1592,Sola,Okonkwo,08066593259,21,Female,Osun,Secondary,2,True,2512284860,Union Bank,Low,False,True
FARMER_1593,Zainab,Nwachukwu,08064902344,35,Female,Bayelsa,None,6,False,,,High,False,False
FARMER_1594,Femi,Ibe,08132966308,18,Male,Benue,Primary,11,False,,,Low,True,False
FARMER_1595,Oluchi,Adeyemi,08037039306,30,Female,Bauchi,Secondary,12,True,7631603904,Union Bank,Medium,False,False
FARMER_1596,Chijioke,Umeh,09153887439,31,Male,Benue,Secondary,8,False,,,Medium,True,False
FARMER_1597,Ifeanyi,Okafor,09075429906,18,Male,Sokoto,None,13,True,0522117253,GTBank,Low,True,False
FARMER_1598,Nneka,Adedoyin,08078801721,28,Female,Plateau,Primary,5,True,7057517518,First Bank,Low,True,True
FARMER_1599,Aishat,Balogun,08101878008,34,Female,Ekiti,Tertiary,1,True,5653605931,Union Bank,Medium,False,False
FARMER_1600,Ngozi,Obi,08101684871,21,Male,Osun,Tertiary,8,True,8518443030,FCMB,Low,False,True
FARMER_1601,Halima,Ojo,09060199170,29,Female,Lagos,Secondary,9,False,,,Low,True,False
FARMER_1602,Chinedu,Adebayo,08187200354,27,Female,Katsina,None,1,True,2729082086,First Bank,Low,True,True
FARMER_1603,Adaobi,Ibrahim,08127474758,23,Male,Katsina,Secondary,8,False,,,Low,False,False
FARMER_1604,Ngozi,Okonkwo,09081011159,18,Male,Ogun,None,10,True,3712319552,Access Bank,High,True,True
FARMER_1605,Ibrahim,Ojo,09067013916,24,Male,Kano,Tertiary,12,True,7996263252,Jaiz Bank,Low,True,False
FARMER_1606,Sola,Okeke,09126524875,33,Male,Sokoto,Secondary,2,True,7770204205,Polaris Bank,Medium,True,False
FARMER_1607,Amina,Adebayo,09072104907,31,Male,Bauchi,Secondary,4,True,2165830895,Union Bank,High,True,False
FARMER_1608,Musa,Nwachukwu,08180770705,23,Male,Jigawa,None,13,False,,,High,True,False
FARMER_1609,Tunde,Umeh,09056695733,22,Female,Ebonyi,Primary,2,False,,,Medium,True,True
FARMER_1610,Ibrahim,Balogun,07043345721,35,Male,Imo,None,2,False,,,Low,False,True
FARMER_1611,Amina,Okafor,08114837948,32,Female,Kebbi,Primary,10,False,,,High,False,False
FARMER_1612,Musa,Okafor,09094174013,23,Female,Zamfara,Tertiary,3,True,6303594100,GTBank,High,True,False
FARMER_1613,Ngozi,Onwudiwe,07063076151,18,Male,Kano,Secondary,14,True,2465644270,FCMB,Low,True,False
FARMER_1614,Ngozi,Ibrahim,09030421418,18,Female,Bayelsa,Secondary,8,True,2365293642,GTBank,Low,True,True
FARMER_1615,Halima,Ibrahim,09012474919,30,Male,Sokoto,None,4,True,7549423028,Union Bank,Medium,True,True
FARMER_1616,Tunde,Ayodele,08163197615,20,Female,Enugu,None,7,True,2155152638,Wema Bank,High,False,True
FARMER_1617,Zainab,Ayodele,09138403166,27,Male,Kogi,Tertiary,12,True,5960223416,FCMB,Low,False,True
FARMER_1618,Ayoola,Ogbonna,08186553361,20,Male,Kano,Tertiary,10,True,3936459927,Ecobank,Low,False,True
FARMER_1619,Ijeoma,Eze,07040442328,26,Male,Ekiti,Primary,3,True,1403260348,First Bank,Medium,False,True
FARMER_1620,Chijioke,Umeh,08076942376,25,Male,Plateau,Tertiary,10,False,,,High,True,True
FARMER_1621,Segun,Umeh,07039759768,20,Female,Nasarawa,Tertiary,12,True,6857226923,FCMB,Low,True,False
FARMER_1622,Sola,Olatunji,09024405076,30,Female,Enugu,Tertiary,14,True,6806916542,FCMB,Medium,False,True
FARMER_1623,Aishat,Yusuf,08145499703,23,Female,Yobe,Tertiary,14,True,8028474372,Jaiz Bank,High,False,False
FARMER_1624,Adaobi,Ojo,08127218026,30,Female,Borno,Primary,13,False,,,High,True,False
FARMER_1625,Oluchi,Onwudiwe,08073657943,29,Female,Kebbi,Tertiary,11,False,,,High,True,True
FARMER_1626,Sola,Okeke,08128695177,30,Male,Kebbi,Primary,14,True,6807909403,Jaiz Bank,High,False,False
FARMER_1627,Femi,Okonkwo,08125523782,19,Male,Gombe,None,3,True,7934460967,GTBank,Medium,True,False
FARMER_1628,Aishat,Umeh,07081067049,33,Male,Niger,Secondary,2,False,,,Low,False,True
FARMER_1629,Ibrahim,Eze,07064314394,23,Male,Delta,None,13,True,0494970080,Wema Bank,High,False,True
FARMER_1630,Aishat,Ojo,08127411918,30,Male,Lagos,Tertiary,12,False,,,High,True,True
FARMER_1631,Zainab,Adeyemi,07043375663,34,Female,Oyo,Secondary,6,False,,,Low,False,False
FARMER_1632,Ijeoma,Adeyemi,08076763705,26,Male,Katsina,Tertiary,6,True,1693622471,Zenith Bank,High,False,True
FARMER_1633,Funke,Alabi,07034911170,34,Male,Niger,Tertiary,1,True,8574407951,Fidelity Bank,High,False,True
FARMER_1634,Chinedu,Umeh,09059347455,19,Female,Imo,None,7,True,5143005399,Ecobank,Low,True,False
FARMER_1635,Chijioke,Ibe,08096502178,24,Female,Rivers,Tertiary,12,True,4993865098,Sterling Bank,Low,True,True
FARMER_1636,Tunde,Ogundipe,07012650820,27,Male,Oyo,None,14,False,,,High,True,False
FARMER_1637,Ngozi,Ayodele,07017991336,27,Male,Nasarawa,Tertiary,14,False,,,Low,True,True
FARMER_1638,Ayoola,Eze,08090746650,26,Female,Katsina,Primary,4,False,,,Medium,True,False
FARMER_1639,Oluchi,Obi,08132507538,34,Male,Yobe,Secondary,13,True,8145653629,Sterling Bank,Medium,True,True
FARMER_1640,Halima,Mohammed,08023106623,32,Male,Abia,None,11,True,0805066533,Union Bank,High,False,True
FARMER_1641,Ifeanyi,Okonkwo,09151263321,19,Male,Anambra,None,12,True,7072825344,Union Bank,High,True,True
FARMER_1642,Halima,Mohammed,09124496721,21,Female,Anambra,Secondary,3,True,8462590700,FCMB,Low,True,False
FARMER_1643,Funke,Balogun,09158782578,34,Male,Nasarawa,None,13,True,2730281737,Union Bank,Low,True,True
FARMER_1644,Aishat,Okeke,07088830658,22,Male,Anambra,Secondary,13,True,7614715637,First Bank,High,False,False
FARMER_1645,Adaobi,Adeyemi,09072008829,24,Female,Cross River,Primary,8,True,4229757181,Jaiz Bank,High,False,False
FARMER_1646,Chinedu,Adedoyin,09157437945,35,Female,Osun,Tertiary,2,False,,,Medium,True,False
FARMER_1647,Segun,Ibe,09020100002,24,Female,Anambra,Primary,9,True,6568483273,Keystone Bank,Low,False,True
FARMER_1648,Ayoola,Ibrahim,08033351021,34,Male,Bauchi,Tertiary,13,False,,,High,True,False
FARMER_1649,Femi,Nwachukwu,08187326201,24,Female,Kogi,Secondary,8,True,8879926998,Fidelity Bank,High,True,False
